song_id,song_name,artists,genres
23258841,Hele Min Gjeng,UNDERGRUNN; KingSkurkOne,"norwegian hip hop,norwegian pop rap,norwegian pop rap"
23271141,UG Er Tilbake,UNDERGRUNN,norwegian pop rap
23274974,Vakker og vill,Rotlaus,"norwegian country,norwegian pop"
23275086,Insomnia,Morgan Sulele,"nordic house,norwegian pop,tropical house"
23270815,Afterparty (feat. Rich The Kid),Tungevaag; Rat City; Rich The Kid,"atl hip hop,hip hop,melodic rap,pop,pop rap,rap,southern hip hop,trap,nordic house,scandipop"
23271786,With You (Ngẫu Hứng),Nick Strand; Hoaprox; Mio,"v-pop,norwegian pop"
23270698,Closing Doors (ft. Astrid S),Harry Hudson; Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23275061,Where Do We Go,Sval,"classic norwegian pop,norwegian indie,norwegian pop"
23275094,Elsker/Hater min hood,Ezzari,"norwegian pop,norwegian pop rap"
23275091,Glamour,Chris Abolade; Amara; Simon Bergseth,"norwegian pop,norwegian pop rap,norwegian pop rap,russelater"
23270812,Love Like This Before - Spotify Studio Oyster Recording,Lil Halima; NAHOM,"norwegian indie,norwegian pop"
23275083,Angels,ARY,""
23272240,Hallucinogenics (feat. Lana Del Rey),Matt Maeson; Lana Del Rey,"pop,indie poptimism,modern rock"
23270807,Tu Tu Tu (That's Why We),Galantis; NGHTMRE; Liam O'Donnell,"big room,dance pop,edm,electro house,pop,tropical house,bass trap,brostep,edm,electro house,electronic trap,vapor twitch"
23270574,Ghosts,Bruce Springsteen,"heartland rock,mellow gold,permanent wave,rock,singer-songwriter"
23275060,Tough Love,jens,"norwegian pop,scandipop"
12815927,Sing It With Me,JP Cooper; Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house,dance pop,neo mellow,pop,tropical house,uk pop"
23385888,FITTEGLIS,Even Kvam,""
23413329,Somebody,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23376062,Moment,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23375338,Love You Less,Marcus & Martinus,"norwegian pop,social media pop"
23369429,Lie Like This,Julia Michaels,"dance pop,pop,post-teen pop"
23413330,Come Over,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23358125,Someone Special,Anna of the North,"electropop,indie electropop,indie poptimism,norwegian pop,vapor pop,vapor soul"
23375374,Shine (From “Familiens ære“),Chris Holsten,"norwegian indie,norwegian pop"
23357293,Still Have Me,Demi Lovato,"dance pop,pop,post-teen pop"
23413331,It’s Only A Heartbreak,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23413332,Bye Bye Baby,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23423410,"Oslo - Takk, jeg er ferdig",Halva Priset,""
23465179,Love Like This,Broiler; Thea Leora,"dance pop,edm,nordic house,norwegian pop,tropical house"
23465208,Ka e ord,Stavangerkameratene,norwegian pop
23495475,A Little Something to Give,Thomas Dybdahl,"norwegian indie,norwegian pop,norwegian rock"
23465203,Lightskin (feat. Isah),Yomi; Isah,"norwegian indie,norwegian pop,norwegian pop rap"
23456261,Use Your Love (feat. Goldford),Sam Feldt; The Him; GoldFord,"edm,electro house,pop,pop edm,tropical house,big room,dance pop,deep tropical house,edm,electro house,house,pop,pop edm,tropical house,uk dance"
23465186,Gi meg litt fred,brenn.,"norwegian indie,norwegian pop,norwegian pop rap"
23459795,First Time,Daya,"australian pop,dance pop,edm,electropop,indie poptimism,pop,post-teen pop,tropical house"
23465000,BRON,Lykke Li,"art pop,chamber pop,electropop,folk-pop,indie pop,indietronica,pop,swedish electropop,swedish indie pop,swedish pop"
23465193,Ta det pent,AVGVSTVS,norwegian pop rap
21378099,Området,129; Siyabång; YEMZ; T Section; redz; Money Mitch,""
17486948,What up World 2021,Roc Boyz,""
23505057,Ikke Han,TIX; Teddy,"norwegian pop,russelater,tropical house"
23275129,Traktor,Hagle,""
23580383,It's Ok If You Forget Me,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23550413,Airpods,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23587193,Marilyn Monroe,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23557335,I år,S1sco,""
23587194,Dance Dance Dance,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23557373,If I Can't Have You,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23557301,Hits Different,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23561229,Can't Forget,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23561232,Leave It Beautiful,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23561228,Good Choices,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23561230,Obsessed,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
23557418,Mammagutt,Carina Dahl,"metropopolis,norwegian pop"
23533288,Commander In Chief,Demi Lovato,"dance pop,pop,post-teen pop"
23550917,Nesten Hjemme,Turab; Ane Brun,"melancholia,norwegian pop rap"
23557377,Hej skål!,Kuselofte,"danspunk,russelater"
23538811,Before,James Blake,"indie r&b,indietronica,pop,uk alternative pop"
23562644,Koko Jengi,Den BB,"deep pop edm,norwegian pop,russelater,swedish eurodance"
23565091,Creep - R3HAB Chill Remix,R3HAB; GATTÜSO,"big room,dutch house,edm,electro house,pop,progressive electro house,tropical house,edm,electro house,pop edm"
23574189,Stormen,Soppgirobygget,"norwegian pop,norwegian pop rap,russelater"
23636873,Anvil Raptor Bass,Jonas S,""
7802071,Ghettoparasitt,Hkeem,"norwegian pop,norwegian pop rap,swedish reggae"
23651718,Somebody - Acoustic,Dagny,"electropop,indie poptimism,norwegian indie,norwegian pop"
23665465,Wow (with Emma Steinbakken),Matoma; Emma Steinbakken,"dance pop,edm,electro house,pop,pop edm,tropical house,norwegian pop,scandipop"
23672205,Pen og Populær,Bølgen,""
23670626,Dear God,Ruben,"norwegian pop,tropical house"
23668619,You Broke Me,Maria Mena,"candy pop,folk-pop,neo mellow,norwegian pop"
23664923,Aurora,K-391; RØRY,"deep dubstep,nordic house"
23702687,Ung og dum,Bølgen; Leona Griffin,scandipop
23672208,F hva du føler,Chris Abolade; Amara,"norwegian pop,norwegian pop rap,norwegian pop rap,russelater"
23672227,Blå dag,Hellbillies,"classic norwegian pop,danseband,norwegian country,norwegian pop,norwegian rock"
23663799,wachito rico,boy pablo,"bedroom pop,bergen indie,norwegian indie"
23672222,Day 4,Lemaitre; Pretty Sister,"new french touch,norwegian pop,la pop"
23672214,Blø for deg,EMIR,"norwegian indie,norwegian pop,norwegian pop rap"
23672218,Bale eller Tony Montana,Ezzari,"norwegian pop,norwegian pop rap"
23720117,Galen,Maximus,""
23668623,Not OK,Maria Mena,"candy pop,folk-pop,neo mellow,norwegian pop"
23712819,Långsamt farväl,Benjamin Ingrosso,swedish pop
23745552,Traktor,Hagle,""
23769557,Vinterdepresjon,El Papi,"norwegian pop,norwegian pop rap,russelater"
23768586,Do It Better,CLMD,"big room,norwegian pop"
23769789,One Touch - Acoustic,Julie Bergan,"norwegian pop,swedish pop,tropical house"
23770391,Be Okay,Victoria Nadine,""
23770383,Som før,Britz,norwegian pop rap
23770379,Tidsmaskin,Natnael,""
23768626,Run Away,Sivert Høyem,"norwegian indie,norwegian pop,norwegian rock"
23761627,Never Change (feat. Future),Trippie Redd; Future,"atl hip hop,hip hop,pop,pop rap,rap,southern hip hop,trap,melodic rap,rap,trap"
23763126,We Don´t Talk Anyway - Spotify Studio It´s Hits Recording,Rhys,"norwegian pop,swedish pop"
23761631,Kill Me Better,Don Diablo; Imanbek; Trevor Daniel,"big room,deep big room,edm,electro house,future house,house,pop,progressive electro house,progressive house,tropical house,alternative r&b,emo rap,melodic rap"
23774305,Double G (feat. Pop Smoke),French Montana; Pop Smoke,"hip hop,pop,pop rap,rap,southern hip hop,trap"
23761637,Stay Down (with 6LACK & Young Thug),Lil Durk; 6LACK; Young Thug,"chicago drill,chicago rap,drill,hip hop,pop rap,rap,southern hip hop,trap,atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,alternative r&b,atl hip hop,hip hop,melodic rap,pop,pop rap,rap,trap"
23770407,Bam Bam Ding Ding Dong,Kutoppen; Staysman,""
23769582,Aldri i livet,No. 4,"norwegian indie,norwegian pop"
2368680,"This Is Halloween (From """"Nightmare Before Christmas"""")",The London Film Score Orchestra,""
11517687,Halloween,MGPjr; Tobine,""
23823009,One Touch,Julie Bergan,"norwegian pop,swedish pop,tropical house"
23833578,Besseggen,Halva Priset,""
21229314,I Hope,Gabby Barrett,"contemporary country,country pop"
23886764,Drittsekk,Even Kvam,""
23864928,I Know,Daniel Schulz; Julie Bergan,"norwegian pop,swedish pop,tropical house"
23868155,være med deg,Ka2; Coucheron,"nordic house,norwegian pop rap"
23868919,White Highway,Bendik Brænne; Emilie Nicolas,"norwegian americana,norwegian indie,norwegian pop"
23859089,Traktor - Remix,Staysman; Hagle,""
23863104,Love Of Your Life,RAYE,"dance pop,house,pop,post-teen pop,tropical house,uk contemporary r&b,uk pop"
23868917,Dagen Pappa Grein,Kapteinen,norwegian pop rap
23863713,Happen To Me,BENEE,"australian hip hop,australian pop,nz pop"
23868952,Brazil,Den BB,"deep pop edm,norwegian pop,russelater,swedish eurodance"
23861573,Let Go (feat. Kiesza) - Moodshift Remix,ItaloBrothers; Kiesza; Moodshift,"pop edm,dance pop,edm,europop,hands up,italo dance"
23911594,Kongen ifra nord,ERIK; Johannes Magnussen,norwegian pop
23937179,Lukten Av Høst,Stig Brenner; Unge Ferrari,"norwegian indie,norwegian pop,norwegian pop rap,scandinavian r&b,tropical house"
23935455,Hem Till Dig,Ringnes-Ronny,""
23935454,Julia,Ringnes-Ronny,""
23956137,GO GO,Dutty Dior,""
23955438,me to er ein evighet,Daniel Kvammen; Gabrielle,"norwegian indie,norwegian pop,norwegian indie,norwegian pop,norwegian pop rap"
23955449,Se hvordan vi lever,Adrian Sellevoll,"norwegian pop,norwegian pop rap"
23954329,Monster,Emelie Hollow,"norwegian indie,norwegian pop"
23942408,It’s Christmas Time (with Michael Bolton),Matoma; Michael Bolton,"adult standards,soft rock,dance pop,edm,electro house,pop,pop edm,tropical house"
23950189,Miss You,Tungevaag; Sick Individuals; MARF,"big room,deep big room,dutch house,edm,electro house,pop edm,progressive electro house,progressive house,tropical house,nordic house"
23956145,Bjudar på,Kuselofte,"danspunk,russelater"
23962485,Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix,Kanye West; DaBaby; 2 Chainz,"chicago rap,pop rap,rap,atl hip hop,gangster rap,hip hop,pop,pop rap,rap,southern hip hop,trap,nc hip hop,rap"
23960860,Where Love Resides,Hver gang vi møtes; Christel Alsos,"classic norwegian pop,norwegian indie,norwegian pop,norwegian pop"
23956143,Tårer,Hver gang vi møtes; Silya; FELA,"afrobeat,norwegian pop"
23956157,Født til å ragge,Hagle,""
24014960,Tårer,Hver gang vi møtes; Silya; FELA,"afrobeat,norwegian pop"
24014961,Where Love Resides,Hver gang vi møtes; Christel Alsos,"classic norwegian pop,norwegian indie,norwegian pop,norwegian pop"
24042893,Heartbreaker (feat. Arif),Jonathan Floyd; Arif,"norwegian indie,norwegian pop,norwegian pop rap,tropical house"
24042891,"Stay With Me (From the Original Netflix Series """"Home For Christmas Season 2"""")",Emma Steinbakken,"norwegian pop,scandipop"
24042889,HEI,Vidar Villa,"norwegian pop,tropical house"
24072303,Jul i svingen,Ingebjørg Bratland; Ina Svenningdal,"classic norwegian pop,norwegian indie,norwegian pop"
24027647,two queens in a king sized bed,girl in red,"bedroom pop,norwegian indie,pop"
24043830,Jul Sammen Igjen,Sandra Fjeldberg; Cristian Brennhovd,""
24035349,Holding On,iann dior,"emo rap,melodic rap,vapor trap"
24043781,Ekko,Natnael,""
24043779,Uber Black,AVGVSTVS,norwegian pop rap
24049164,Gucci Peacoat,DaBaby,"nc hip hop,rap"
23770394,Romjulsdrøm,Eva Weel Skram,"norwegian indie,norwegian pop"
24120306,Be Okay,Victoria Nadine,""
24091552,Stjernestøv,AURORA,"norwegian pop,pop"
24124394,Smack DVD (feat. Kanye West),SAINt JHN; Kanye West,"chicago rap,pop rap,rap,melodic rap,pop rap,rap,trap,underground hip hop"
24131010,Nå tennes tusen julelys,Eva Weel Skram,"norwegian indie,norwegian pop"
24130999,Jeg vil ha ribbe,Ole Hartz; Ida Celine,russelater
24131013,Himmel på jord,Stavangerkameratene,norwegian pop
24123398,Arcade (feat. FLETCHER),Duncan Laurence; FLETCHER,"dance pop,electropop,indie poptimism,pop,post-teen pop,social media pop,uk pop,dutch pop"
24100268,Innertier,Den BB,"deep pop edm,norwegian pop,russelater,swedish eurodance"
24130979,en brennende tesla,Musti,""
24130709,Then I Fell In Love,Amanda Tenfjord,"norwegian indie,norwegian pop,trondheim indie"
24160882,Bam Bam Ding Ding Dong,Kutoppen; Staysman,""
24130858,Kiss Somebody - Acoustic,Julie Bergan,"norwegian pop,swedish pop,tropical house"
24106848,Jula 2010,Ingebjørg Bratland,"classic norwegian pop,norwegian indie,norwegian pop"
24163326,This Year For Christmas,Alejandro Fuentes,norwegian pop
24049775,Vintersong,Ingebjørg Bratland,"classic norwegian pop,norwegian indie,norwegian pop"
24061031,Spend Christmas with Me,Ulrikke; Ben Adams,""
24052237,Hei desember,Ingebjørg Bratland,"classic norwegian pop,norwegian indie,norwegian pop"
23768588,Home,Peder Elias,norwegian pop
24135192,Always There,Hver gang vi møtes; Tshawe Baqwa,norwegian pop
23867425,It's Christmas Time,Marcus & Martinus,"norwegian pop,social media pop"
24174436,Petters Jul,Petter Northug Jr,""
1155351,Min Askepott - feat. Thomas Gregersen,Byklubben; Thomas Gregersen,"nordic house,russelater"
23761195,Desembersang,Ulrike Hansen Døvigsen,""
11398730,Tenn Lys (Jul I Portveien),The Norwegian Radio Orchestra,"orchestra,radio symphony"
12973518,Jeg så mamma kysse nissen,Malin,classic norwegian pop
18300052,gro harlem brundtland,Musti,""
18545670,Blålokk - 1. desember,Suzanne Paalgard,classic norwegian pop
24224226,Jul i Karantene,TIX,"norwegian pop,russelater,tropical house"
24224229,Faller Som Snø,Oral Bee; Mr. Pimp-Lotion; Morgan Sulele,"nordic house,norwegian pop,tropical house,norwegian hip hop,norwegian pop,norwegian pop rap,norwegian pop rap"
24224227,Toddy,Chris Abolade; Amara,"norwegian pop,norwegian pop rap,norwegian pop rap,russelater"
24203307,Swimming In The Stars,Britney Spears,"dance pop,pop,pop rap,post-teen pop"
24217917,Tsunami,Philip Emilio,"norwegian indie,norwegian pop,norwegian pop rap"
24214123,One Whole Day (feat. Wiz Khalifa),Dixie D’Amelio; Wiz Khalifa,"hip hop,pittsburgh rap,pop,pop rap,rap,southern hip hop,trap"
24214504,Goosebumps,Bastille; Kenny Beats,"metropopolis,modern rock,pop"
24227911,Jeg er faen meg det beste som har skjedd deg,Hver gang vi møtes; Marion Ravn,"candy pop,norwegian pop,norwegian pop"
24279702,Camp Fire (Ball Out),ShoBeatz,""
24335743,Jula Hjemme (feat. Trygve Skaug),Maria Mena; Trygve Skaug,"candy pop,folk-pop,neo mellow,norwegian pop,classic norwegian pop,norwegian indie,norwegian pop"
24321239,We're Coming Up,Julie Bergan,"norwegian pop,swedish pop,tropical house"
24341817,Atlantern,Stig Brenner; Unge Ferrari,"norwegian indie,norwegian pop,norwegian pop rap,scandinavian r&b,tropical house"
24338420,Ice,Arif; Philip Emilio; Nora Collective,"norwegian indie,norwegian pop,norwegian pop rap,norwegian indie,norwegian pop,norwegian pop rap,tropical house"
24330867,Feel It Again,Seeb; Dan Caplen; Svidden,"dance pop,edm,norwegian pop,pop,tropical house,neo soul,uk contemporary r&b"
24281864,LONDON,Dutty Dior,""
24325189,Nyttårsnatt,Ulrikke; Trygve Skaug,"classic norwegian pop,norwegian indie,norwegian pop"
9939685,Małomiasteczkowy,Dawid Podsiadło,"polish indie,polish pop,talent show"
9944294,Bestia,Young Igi,"polish hip hop,polish trap"
8521470,Początek,Męskie Granie Orkiestra 2018,polish pop
10106240,Toy Story,Bedoes; Kubi Producent; Rafonix,"polish hip hop,polish trap,polish hip hop,polish trap"
9939688,Nie Ma Fal,Dawid Podsiadło,"polish indie,polish pop,talent show"
8316878,Tamagotchi,TACONAFIDE; Quebonafide; Taco Hemingway,"polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
10096335,Chłopaki nie płaczą,Bedoes; Kubi Producent; Taco Hemingway,"polish hip hop,polish trap,polish hip hop,polish trap,polish hip hop,polish trap"
10163834,"Bad Boy (feat. Beteo, ReTo & Siles)",Kubi Producent; Beteo; Reto; Siles,"polish hip hop,polish trap,polish hip hop,polish trap,polish hip hop,polish trap,polish hip hop,polish trap"
9953895,Hinata,Szpaku,polish hip hop
10106241,Janosik,Bedoes; Kubi Producent; GOLEC UORKIESTRA,"polish hip hop,polish trap,polish pop,polish hip hop,polish trap"
9547063,Fiji,Taco Hemingway,"polish hip hop,polish trap"
9815061,California,White 2115,"polish hip hop,polish trap"
9939687,Trofea,Dawid Podsiadło,"polish indie,polish pop,talent show"
10106243,05:05,Bedoes,"polish hip hop,polish trap"
10063978,Weź nie pytaj,Paweł Domagała,polish pop
8370910,8 kobiet - Remix,TACONAFIDE; Quebonafide; Taco Hemingway; Bedoes,"polish hip hop,polish trap,polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
9953888,UFO,Szpaku,polish hip hop
9815080,Wiking,Sarius,"polish hip hop,polish trap"
10134562,Worldwide,Otsochodzi,"polish hip hop,polish trap"
7438534,Nowy Kolor,Otsochodzi; Taco Hemingway,"polish hip hop,polish trap,polish hip hop,polish trap"
9479804,Sorry Dolores,Reto; Quebonafide,"polish hip hop,polish hip hop,polish trap"
9754096,Outside,Kartky,polish hip hop
9939686,Najnowszy Klip,Dawid Podsiadło,"polish indie,polish pop,talent show"
10124409,Ładni smutni ludzie,Paluch,"polish hip hop,polish trap"
9939684,Dżins,Dawid Podsiadło,"polish indie,polish pop,talent show"
9866148,Hej wy,Kortez,"polish indie,polish pop"
10063979,Wystarczę ja,Paweł Domagała,polish pop
9939689,LIS,Dawid Podsiadło,"polish indie,polish pop,talent show"
9852456,Euforia,Otsochodzi,"polish hip hop,polish trap"
10011427,Nie muszę,Julia Wieniawa,polish pop
9488234,UA,Reto,"polish hip hop,polish trap"
9968970,Gucci mane,Deemz; Bedoes; Young Multi,"polish hip hop,polish trap,polish hip hop"
9631058,Wszystko czego dziś chcę (z serialu Rojst na Showmax),A_GIM; Brodka,"polish indie,polish pop"
9953891,W krainie czarów,Szpaku,polish hip hop
9879257,Drunk Groove,MARUV; Boosin,""
9368396,King Of The Jungle,Shanguy,""
9512437,One Last Time,Gromee; Jesper Jenset,"polish pop,norwegian pop"
9953896,Oddajemy krew wampirom,Szpaku,polish hip hop
9939691,Nie Kłami,Dawid Podsiadło,"polish indie,polish pop,talent show"
10106245,Delfin,Bedoes; Kubi Producent; Koldi; Young Multi; Beteo,"polish hip hop,polish trap,polish hip hop,polish trap,polish trap,polish hip hop,polish hip hop,polish trap"
9660444,Casablanca,BLACHA,"polish hip hop,polish trap"
9335431,Tatuaże z henny,Guzior; Reto,"polish hip hop,polish trap,polish hip hop,polish trap"
10038298,Anyone I Want To Be,Roksana Węgiel,polish pop
9953889,Szlam,Szpaku,polish hip hop
8310395,Visa,TACONAFIDE; Quebonafide; Taco Hemingway,"polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
9912248,Klepsydra,PlanBe,"polish hip hop,polish trap"
9811250,Zakryj,Sarsa,polish pop
9582480,Ból,Deemz; Białas; Szpaku,"polish hip hop,polish trap,polish hip hop"
7439146,Nie / nie,Otsochodzi,"polish hip hop,polish trap"
6880356,Got U (Ready or Not),Kokab,""
9329181,WIFI,Guzior,"polish hip hop,polish trap"
8318822,Kryptowaluty,TACONAFIDE; Quebonafide; Taco Hemingway,"polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
7520953,La louze,Shanguy,""
10106242,Gady,Bedoes; Kubi Producent; Białas; Eldo,"polish hip hop,polish trap,polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
9815072,Dobry chłopak,Sarius; Szpaku,"polish hip hop,polish trap,polish hip hop"
10106244,Kwiat polskiej młodzieży,Bedoes; Kubi Producent,"polish hip hop,polish trap,polish hip hop,polish trap"
6538,Pastempomat,Dawid Podsiadło,"polish indie,polish pop,talent show"
9953897,Ja YETI,Szpaku,polish hip hop
9881935,San Andreas,Zeamsone,"polish hip hop,polish trap"
9547069,Superman,Kubi Producent; Zabson; Young Multi,"polish hip hop,polish hip hop,polish trap"
6246587,Half Dead,Quebonafide; Reto,"polish hip hop,polish hip hop,polish trap"
9731667,Trapollo,Żabson,"polish hip hop,polish trap"
10125317,Meow,Beteo; Reto,"polish hip hop,polish trap,polish hip hop,polish trap"
9813103,Dziecko wojny,Sarius,"polish hip hop,polish trap"
10106248,1000 koni,Bedoes; Kubi Producent,"polish hip hop,polish trap,polish hip hop,polish trap"
9940440,Lego,Young Igi; Peja,"polish hip hop,polish hip hop,polish trap"
10076791,Skrzydła,Young Multi,polish hip hop
9953890,Alicja,Szpaku,polish hip hop
10160431,Zmora,Sarius,"polish hip hop,polish trap"
9510918,Mamma Mia,ABBA,"europop,swedish pop"
9841689,Uzalezniony - feat. Otsochodzi,Smolasty; Otsochodzi,"polish hip hop,polish trap,polish hip hop,polish pop,polish trap"
5624815,Miłość w Zakopanem,Sławomir,"disco polo,polish pop"
9303283,Surfer,be vis,"polish hip hop,polish trap"
7685118,Buzi,Young Igi,"polish hip hop,polish trap"
22144,Daddy Cool,Boney M.,"disco,europop"
9335429,Ninja,Guzior; Szpaku,"polish hip hop,polish trap"
9939690,Co Mówimy ?,Dawid Podsiadło,"polish indie,polish pop,talent show"
8060540,MINIMINI,2K; Szpaku,"polish hip hop,polish hip hop,polish trap"
9546929,ZTM,Taco Hemingway,"polish hip hop,polish trap"
9334893,Płuca zlepione topami,Guzior,"polish hip hop,polish trap"
8316893,Art-B,TACONAFIDE; Quebonafide; Taco Hemingway,"polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
10160430,Ruchy,Jan-Rapowanie; Nocny,"polish hip hop,polish hip hop"
9665814,Cały Świat,Miyo; Young Igi,"polish hip hop,polish trap,polish hip hop,polish pop"
10106252,Wow,Bedoes; Kubi Producent,"polish hip hop,polish trap,polish hip hop,polish trap"
9939692,Matylda,Dawid Podsiadło,"polish indie,polish pop,talent show"
9815068,Nowi kumple,White 2115; Bedoes; Kuqe,"polish hip hop,polish trap,polish hip hop,polish trap"
7339537,"Dobrze, że Cię mam",Kortez,"polish indie,polish pop"
9814498,Rockstar,White 2115,"polish hip hop,polish trap"
10106249,Bardzo przepraszam,Bedoes; Kubi Producent,"polish hip hop,polish trap,polish hip hop,polish trap"
7249002,Mówiłaś,Young Igi,"polish hip hop,polish trap"
9953894,Zombie,Szpaku,polish hip hop
10164669,Safari,KęKę,"polish hip hop,south african gospel"
9937669,DADDYSHOES,Żabson; Young Multi,"polish hip hop,polish trap,polish hip hop"
10106247,Rivendell,Bedoes; Kubi Producent,"polish hip hop,polish trap,polish hip hop,polish trap"
4568875,Miłość Miłość,Krzysztof Zalewski,"polish alternative rock,polish indie,polish pop"
9815063,La vida loca,White 2115,"polish hip hop,polish trap"
10124410,Balans,Paluch; Słoń,"polish hip hop,polish hip hop,polish trap"
2379645,Tuesday,Burak Yeter,electro house
9944295,Richard Mille,Young Igi; Otsochodzi,"polish hip hop,polish trap,polish hip hop,polish trap"
9862888,La Cintura,Alvaro Soler,latin pop
10005793,Pech To Nie Grzech,Grzegorz Hyzy,polish pop
9939683,Cantate Tutti,Dawid Podsiadło,"polish indie,polish pop,talent show"
9879256,Placebo,Adi Nowak; DZIARMA,polish hip hop
10124415,Spłata,Paluch,"polish hip hop,polish trap"
9363889,Valentine,5 Seconds of Summer,"boy band,dance pop,pop,post-teen pop"
10124412,Mój kościół,Paluch,"polish hip hop,polish trap"
10035950,Odprowadz,Mela Koteluk,"poezja spiewana,polish indie,polish pop"
9953893,Lavender Town,Szpaku,polish hip hop
9875769,Nie Dobiję Się Do Ciebie,Daria Zawiałow,"polish indie,polish pop"
9742560,Ground Zero,PRO8L3M,"polish hip hop,polish trap"
10164668,Oh Love,PlanBe,"polish hip hop,polish trap"
8349170,Nikt,Bitamina; Dawid Podsiadło,"polish indie,polish pop,polish indie,polish pop,talent show"
9936926,Układanka,Jan-Rapowanie; Holak,"polish hip hop,polish hip hop"
9808073,Chcemy być wyżej [Projekt Tymczasem],Sokół,polish hip hop
7439147,Kontrola Jakości,Paluch; Szpaku,"polish hip hop,polish trap,polish hip hop"
9977832,Popstar & Rockstar,Beteo; White 2115,"polish hip hop,polish trap,polish hip hop,polish trap"
10014585,Język Ciała,Tymek; Big Scythe,polish underground hip hop
10146960,Nagano 98,Kartky,polish hip hop
10225710,Menago,PlanBe; Otsochodzi,"polish hip hop,polish trap,polish hip hop,polish trap"
10241486,Koń na Białym Rycerzu,Nocny Kochanek,polish metal
10241487,Randka w Ciemno,Nocny Kochanek,polish metal
10241488,Al Dente,Nocny Kochanek,polish metal
10241489,Andrzela,Nocny Kochanek,polish metal
10241490,Dr O. Ngal,Nocny Kochanek,polish metal
10241491,Pijany Mistrz,Nocny Kochanek,polish metal
10230463,Dwa ognie,Fisz Emade Tworzywo,"polish indie,polish pop"
10241492,Tirowiec,Nocny Kochanek,polish metal
10252546,Nie Wiem Co Będzie Jutro,Małpa; Sarius,"polish hip hop,polish trap,polish hip hop"
10124414,Pudle,Paluch,"polish hip hop,polish trap"
7074790,Eldorado,Deemz; Bedoes; PlanBe,"polish hip hop,polish trap,polish hip hop,polish trap"
9815064,Noc,White 2115,"polish hip hop,polish trap"
10265293,Menago,PlanBe; Otsochodzi,"polish hip hop,polish trap,polish hip hop,polish trap"
10265294,Cola,PlanBe,"polish hip hop,polish trap"
10265295,Klepsydra,PlanBe,"polish hip hop,polish trap"
10265296,Oh Love,PlanBe,"polish hip hop,polish trap"
10058923,Zbuntowany anioł - Radio Edit,Łobuzy,"disco polo,polish pop"
9993597,candy.doll,schafter,"polish hip hop,polish trap"
8106411,Flary,PRO8L3M,"polish hip hop,polish trap"
10291986,Koniec gatunku - feat. Lena Osińska,Sokół; Lena Osińska,polish hip hop
10279957,Dark Clouds (feat. Jess Glynne & Chronixx),Rudimental; Jess Glynne; Chronixx,"dance pop,edm,liquid funk,pop,tropical house,uk funky,dance pop,pop,post-teen pop,tropical house,uk pop"
10299415,Robię Yeah (prod.by FRNKIE),Malik Montana; K Koke,"grime,london rap,uk hip hop,polish hip hop,polish trap"
10010880,Freed From Desire (feat. Indiiana),Drenchill; Indiiana,""
10311692,Wybory,Jan-Rapowanie; Nocny; Szpaku; Guzior,"polish hip hop,polish trap,polish hip hop,polish hip hop,polish hip hop"
10312310,Worldwide,Otsochodzi,"polish hip hop,polish trap"
10314041,Euforia,Otsochodzi,"polish hip hop,polish trap"
10312302,OMG,Otsochodzi,"polish hip hop,polish trap"
10314043,Sezon,Otsochodzi; Ten Typ Mes; schafter,"polish hip hop,polish hip hop,polish trap,polish hip hop,polish trap"
10314035,Dla mnie,Otsochodzi,"polish hip hop,polish trap"
10314036,Za co?!,Otsochodzi; Young Igi,"polish hip hop,polish trap,polish hip hop,polish trap"
10314034,Ruchy,Otsochodzi,"polish hip hop,polish trap"
10283168,Kurier,Krzysztof Zalewski,"polish alternative rock,polish indie,polish pop"
10314038,Tydzień,Otsochodzi,"polish hip hop,polish trap"
